7740.0,20289.0,5699.0,5757.0,4977.0
6751.0,12631.0,5502.0,7383.0,2247.0
14459.0,20137.0,5320.0,6013.0,12200.0
4610.0,2953.0,5859.0,6003.0,17187.0
13859.0,22764.0,8736.0,798.0,3159.0
23028.0,2341.0,5699.0,-1329.0,15832.0
3345.0,3147.0,3088.0,6205.0,5115.0
2329.0,20247.0,15545.0,5464.0,5559.0
21573.0,19934.0,2431.0,9565.0,5634.0
18612.0,19871.0,3806.0,8915.0,6003.0
12996.0,12919.0,15630.0,4629.0,6010.0
20233.0,3338.0,21568.0,3138.0,8234.0
19920.0,2401.0,5562.0,14233.0,2193.0
20329.0,20324.0,6024.0,6134.0,8777.0
19809.0,12735.0,1584.0,13962.0,5950.0
20638.0,20610.0,3216.0,3816.0,6381.0
19511.0,2355.0,13317.0,29416.0,5963.0
3295.0,20065.0,10411.0,12673.0,3997.0
20876.0,19599.0,5591.0,20748.0,14190.0
2468.0,5866.0,5197.0,271211.0,12282.0
