-4225.0,5087.0,434711.0,434342.0,434534.0
3401.0,2456.0,434195.0,435053.0,435283.0
11873.0,23404.0,435623.0,434735.0,434743.0
16988.0,23581.0,434404.0,435080.0,434195.0
12972.0,9725.0,435054.0,434873.0,434537.0
10077.0,5855.0,435260.0,435389.0,433988.0
3393.0,10031.0,434559.0,434882.0,434988.0
23048.0,435757.0,435084.0,434746.0,434860.0
434789.0,274763.0,434817.0,434779.0,434381.0
21405.0,3019.0,435185.0,434539.0,434879.0
3362.0,80764.0,434396.0,435201.0,434770.0
9664.0,432010.0,435059.0,434825.0,435942.0
8949.0,426846.0,434513.0,434721.0,435371.0
3147.0,2456.0,434612.0,434377.0,434437.0
3482.0,151749.0,433982.0,434238.0,434529.0
6314.0,433136.0,435173.0,434260.0,434295.0
3710.0,331345.0,435714.0,435341.0,433934.0
18532.0,434473.0,434937.0,434942.0,434903.0
3018.0,434870.0,434795.0,434234.0,435105.0
25163.0,433814.0,435139.0,434549.0,435528.0
