21510.0,-6488.0,12180.0,5924.0,435054.0
4516.0,3142.0,14432.0,10142.0,435029.0
7233.0,70971.0,2462.0,6058.0,433207.0
5707.0,21518.0,3549.0,5265.0,434511.0
2449.0,2321.0,2555.0,5483.0,434216.0
23668.0,2470.0,-351.0,2582.0,434600.0
45812.0,2341.0,3954.0,21761.0,434850.0
2480.0,5634.0,8097.0,12048.0,434839.0
9864.0,3220.0,5457.0,4105.0,434186.0
3245.0,7155.0,3954.0,7543.0,434285.0
18107.0,6599.0,13399.0,2912.0,433967.0
9650.0,4081.0,16369.0,74105.0,434769.0
9697.0,17379.0,70201.0,2331.0,434683.0
2580.0,2443.0,2331.0,2350.0,434906.0
9874.0,3626.0,2471.0,2439.0,433701.0
27689.0,3662.0,2572.0,16209.0,434381.0
246103.0,3317.0,3170.0,434105.0,434742.0
2987.0,2477.0,3717.0,19540.0,434789.0
5464.0,4413.0,8343.0,17416.0,434078.0
3343.0,3931.0,3886.0,16954.0,434400.0
