3798.0,3613.0,3549.0,13115.0,10600.0
5159.0,8715.0,9723.0,99686.0,54928.0
7708.0,6452.0,10378.0,11403.0,433979.0
6650.0,3384.0,10188.0,2315.0,85387.0
2936.0,5199.0,22513.0,3743.0,2448.0
6549.0,4326.0,18854.0,3156.0,2462.0
22985.0,2990.0,19089.0,3395.0,6083.0
3148.0,3364.0,5375.0,24050.0,3160.0
3186.0,6471.0,5224.0,3160.0,434793.0
10169.0,4865.0,5347.0,2463.0,435114.0
15176.0,4030.0,5270.0,2424.0,435176.0
3371.0,-2424.0,22409.0,13433.0,435089.0
5641.0,3796.0,5424.0,14469.0,434514.0
5709.0,3829.0,17731.0,24855.0,434927.0
4010.0,8137.0,3248.0,21069.0,434442.0
-2808.0,3024.0,19299.0,13026.0,435192.0
8752.0,17854.0,3272.0,21427.0,434254.0
5140.0,3668.0,5709.0,2311.0,434035.0
4576.0,16420.0,3915.0,2186.0,435188.0
5308.0,1325.0,2327.0,5175.0,435187.0
