13604.0,429553.0,431176.0,430101.0,430594.0
4842.0,430715.0,431211.0,430008.0,431040.0
3083.0,431434.0,431166.0,429723.0,431296.0
4317.0,429760.0,430529.0,432374.0,430194.0
3089.0,430454.0,430786.0,431782.0,430089.0
3994.0,429860.0,430862.0,429885.0,430863.0
7374.0,431967.0,431249.0,431382.0,431931.0
4608.0,430033.0,431512.0,431835.0,430768.0
3581.0,431248.0,430207.0,431030.0,429717.0
88835.0,430023.0,429471.0,431192.0,431430.0
2433.0,429396.0,431721.0,431846.0,428963.0
432187.0,430356.0,430995.0,430858.0,432190.0
431425.0,429262.0,430909.0,428878.0,430400.0
431279.0,430095.0,430756.0,430239.0,430254.0
430453.0,431450.0,430109.0,430725.0,429873.0
432153.0,429778.0,432211.0,431363.0,429924.0
431150.0,432401.0,430341.0,428944.0,430546.0
431592.0,430284.0,429463.0,430593.0,430385.0
430348.0,432039.0,430773.0,429770.0,431231.0
430324.0,429871.0,431124.0,429865.0,429304.0
