9293.0,435675.0,436086.0,434497.0,435614.0
33041.0,435728.0,435590.0,435030.0,435595.0
10332.0,436135.0,435201.0,436637.0,434420.0
5293.0,435961.0,435355.0,435084.0,435322.0
5227.0,435803.0,435140.0,434752.0,435362.0
5486.0,435437.0,434914.0,434367.0,434917.0
435465.0,435008.0,434148.0,434825.0,435412.0
435601.0,435676.0,435444.0,435347.0,435570.0
22634.0,435221.0,435452.0,434835.0,434929.0
5221.0,434427.0,435871.0,435456.0,434784.0
17045.0,435129.0,435598.0,434756.0,435078.0
2339.0,435975.0,435182.0,435685.0,434856.0
16424.0,435106.0,435192.0,435275.0,435367.0
3192.0,433979.0,434145.0,435398.0,434941.0
5378.0,435449.0,434966.0,435636.0,434953.0
2220.0,436081.0,434418.0,435323.0,435440.0
433729.0,435658.0,435035.0,435718.0,434721.0
435346.0,435554.0,434740.0,435220.0,435182.0
435174.0,435799.0,435422.0,435960.0,434327.0
435201.0,435279.0,435076.0,434666.0,435524.0
