147380.0,3214.0,3279.0,432638.0,433750.0
2368.0,128742.0,2347.0,433036.0,432166.0
3190.0,20392.0,433256.0,433742.0,432883.0
13577.0,13710.0,213875.0,432830.0,433091.0
13911.0,5923.0,2338.0,433640.0,433708.0
9777.0,5243.0,2481.0,433118.0,432825.0
10154.0,3302.0,3361.0,432494.0,433714.0
5102.0,2534.0,15942.0,432673.0,431739.0
423325.0,120843.0,433129.0,432407.0,432486.0
5769.0,2236.0,432406.0,433186.0,433311.0
15696.0,13705.0,432755.0,433637.0,433282.0
17146.0,12321.0,433007.0,432738.0,433858.0
16646.0,11677.0,433085.0,433151.0,433019.0
5811.0,12302.0,432506.0,432617.0,432993.0
6095.0,2328.0,433008.0,432967.0,434172.0
17063.0,5457.0,433213.0,433483.0,432750.0
16440.0,6432.0,432993.0,433011.0,432333.0
6296.0,3356.0,432568.0,432444.0,433222.0
2486.0,50489.0,433240.0,433084.0,432938.0
3747.0,-1851.0,433098.0,433470.0,433055.0
