8707.0,4100.0,31359.0,6310.0,430801.0
3444.0,59915.0,3260.0,2423.0,432204.0
31213.0,21569.0,16214.0,20752.0,432592.0
5862.0,5531.0,5167.0,430746.0,432424.0
2654.0,5701.0,2319.0,3390.0,432933.0
30160.0,5201.0,431803.0,16262.0,433824.0
27770.0,5756.0,5420.0,3122.0,430414.0
3193.0,3032.0,3121.0,16053.0,432847.0
16981.0,6512.0,5552.0,16597.0,431436.0
2207.0,2998.0,16761.0,16794.0,432666.0
30189.0,36834.0,2305.0,3136.0,429189.0
6491.0,3204.0,3473.0,16366.0,432994.0
5237.0,14826.0,2741.0,431477.0,430636.0
5454.0,5066.0,5850.0,320711.0,431535.0
6118.0,5356.0,3866.0,16276.0,433042.0
5272.0,2324.0,4680.0,5458.0,433117.0
8973.0,26064.0,3425.0,16481.0,430653.0
2555.0,5532.0,3979.0,5150.0,433401.0
10179.0,3395.0,28819.0,3067.0,433311.0
5490.0,2469.0,5931.0,433050.0,430325.0
