5233.0,2570.0,2225.0,5440.0,3284.0,3159.0,3182.0,3271.0,3160.0,2349.0
5108.0,2420.0,2350.0,5782.0,3171.0,3143.0,3305.0,3263.0,3243.0,2350.0
5267.0,2321.0,2363.0,5594.0,3249.0,3122.0,3243.0,3242.0,3171.0,2334.0
5791.0,2256.0,2487.0,5545.0,3248.0,3122.0,3241.0,3247.0,3138.0,2350.0
5398.0,2359.0,2355.0,5905.0,3337.0,3249.0,3246.0,3245.0,3167.0,2348.0
5574.0,2351.0,2328.0,5710.0,3177.0,3369.0,3186.0,3133.0,3251.0,2486.0
5390.0,2451.0,2366.0,5792.0,3247.0,3247.0,3131.0,3384.0,3250.0,3259.0
5758.0,2348.0,2369.0,5544.0,3284.0,3369.0,3260.0,3373.0,3385.0,3122.0
6031.0,2354.0,2452.0,5571.0,3313.0,3173.0,3088.0,3292.0,3159.0,3248.0
2424.0,2354.0,2352.0,5774.0,3150.0,3118.0,3288.0,3273.0,3159.0,3171.0
2319.0,2316.0,2376.0,5479.0,3287.0,3261.0,3248.0,3249.0,3124.0,3270.0
2386.0,2356.0,2454.0,5719.0,3268.0,3367.0,3244.0,3242.0,3250.0,3259.0
2478.0,2350.0,2233.0,25437.0,3236.0,3247.0,3249.0,3247.0,3126.0,3248.0
2726.0,2253.0,2506.0,24837.0,3278.0,3256.0,3284.0,3145.0,2256.0,3178.0
2475.0,2356.0,2430.0,14222.0,3246.0,3388.0,3254.0,3151.0,3031.0,3125.0
2353.0,2450.0,2462.0,14575.0,3244.0,3253.0,3390.0,3181.0,3238.0,3260.0
2350.0,2463.0,2349.0,3302.0,3243.0,3202.0,3300.0,3257.0,3138.0,3273.0
2449.0,2329.0,2351.0,3095.0,3242.0,3304.0,3356.0,3270.0,3251.0,3249.0
2385.0,2380.0,2355.0,3141.0,3244.0,3274.0,3249.0,3230.0,3108.0,2351.0
2235.0,2477.0,2358.0,3260.0,3243.0,3281.0,3241.0,3204.0,3121.0,2543.0
2354.0,2250.0,2352.0,3373.0,3232.0,3225.0,3247.0,3225.0,3246.0,2350.0
2250.0,2456.0,2401.0,3178.0,3265.0,3247.0,3226.0,3243.0,3376.0,3287.0
2497.0,2355.0,2352.0,3375.0,3174.0,3359.0,3182.0,3250.0,3156.0,3513.0
2355.0,2388.0,2458.0,3261.0,3272.0,3175.0,3112.0,3245.0,3145.0,5649.0
2352.0,2319.0,2349.0,3235.0,3247.0,3243.0,3477.0,3251.0,3374.0,3231.0
2361.0,2326.0,2447.0,3250.0,3271.0,3247.0,3235.0,3136.0,19650.0,3146.0
2361.0,2354.0,2445.0,3357.0,3169.0,3104.0,3244.0,3165.0,5520.0,3495.0
2261.0,2351.0,2388.0,3147.0,3215.0,3132.0,3267.0,3276.0,5556.0,3280.0
2391.0,2353.0,2355.0,3241.0,3242.0,3230.0,3268.0,3249.0,5780.0,3144.0
2366.0,2222.0,2366.0,3240.0,3372.0,3284.0,3287.0,3153.0,5483.0,2328.0
2253.0,2453.0,2347.0,3363.0,3177.0,3247.0,3244.0,3272.0,5903.0,2379.0
2340.0,2353.0,2353.0,3248.0,3142.0,3050.0,3372.0,3242.0,5601.0,3149.0
2461.0,2326.0,2330.0,3243.0,3148.0,3249.0,3289.0,3243.0,5694.0,3288.0
2343.0,2354.0,2657.0,3243.0,3072.0,3274.0,3298.0,3235.0,5572.0,3275.0
2461.0,2497.0,21408.0,3321.0,3267.0,3249.0,3245.0,3286.0,5721.0,3245.0
2229.0,2352.0,5728.0,3142.0,3271.0,3248.0,3171.0,3237.0,5591.0,3237.0
2349.0,2355.0,5857.0,3098.0,3171.0,3272.0,3131.0,3246.0,5812.0,2357.0
2360.0,2226.0,5790.0,3229.0,3152.0,3241.0,3261.0,3134.0,5590.0,3246.0
2350.0,2202.0,5560.0,3273.0,3376.0,3244.0,3254.0,3374.0,5918.0,3297.0
2459.0,14070.0,5578.0,3247.0,3297.0,3149.0,3254.0,3366.0,2377.0,3270.0
2349.0,14153.0,5531.0,3368.0,3260.0,3245.0,3117.0,3216.0,2230.0,3355.0
2250.0,5490.0,5633.0,3250.0,5796.0,3288.0,3122.0,3262.0,2347.0,3247.0
2340.0,5787.0,5704.0,3370.0,3259.0,3274.0,3243.0,3108.0,2367.0,3247.0
2346.0,2183.0,5420.0,3341.0,3245.0,3166.0,3270.0,3157.0,2254.0,3480.0
2353.0,2382.0,5605.0,3356.0,3289.0,3364.0,3280.0,3131.0,2564.0,3258.0
2364.0,2276.0,5274.0,3245.0,3169.0,3213.0,3254.0,3249.0,2459.0,3180.0
2357.0,2360.0,5696.0,3290.0,3274.0,3144.0,3290.0,3249.0,2369.0,3286.0
2327.0,2356.0,5664.0,3140.0,3235.0,3292.0,3345.0,3243.0,2353.0,3293.0
2244.0,2470.0,5440.0,3236.0,3168.0,3172.0,5779.0,3243.0,2391.0,3146.0
2349.0,2440.0,5573.0,3294.0,3158.0,3248.0,3356.0,3270.0,2353.0,3272.0
